value,count
1 electronic document (13 p.) : PDF file.,51
10,51
18 x 11,51
Autobiographies,51
Dye coupler transparencies,51
Glass plate negative; H 122mm x L 165mm,51
Web site. Irregular Began in 2016?,51
mezzotint,51
pen and watercolour,51
silver bromide photograph,51
1 digital image(s) scanned from foil,50
1 electronic document (14 p.) : PDF file.,50
1 online resource (4 audio files),50
16 pages,50
9 x 9,50
Leaflet A4 (online only),50
"Watercolour, pencil and ink on page of sketchbook, 127 x 275 mm",50
mixed media,50
1 b&w original negative(s) single image on 35 mm negative strip,49
1 electronic document (7 p.) : PDF file.,49
11,49
1:2000,49
Aquatints,49
Film Reel,49
Pencil & Ink,49
Portrait photographs,49
Poster A3,49
oil on cardboard,49
"processed materials, paper",49
1 online resource (6 audio files),48
1 photograph : colour ; 8.5 x 12.5 cm,48
"1/2 plate glass negative, 4.75 x 6.5 inches",48
13,48
15 x 9,48
19 x 26 cm.,48
2 colour original transparency/ies 120 colour transparency slides,48
21 x 14,48
Autochromes,48
Duration: 00:19:50,48
Greywacke,48
Metal/Mineral/Natural Materials,48
String,48
Videotapes,48
Web site. Irregular Began in 2013?,48
lithograph/Art,48
"processed material, cardboard processed material, paper",48
video/quicktime,48
1 colour art print(s) on poster,47
"1 electronic document (13 p.) : col. ill., PDF file.",47
1 electronic document (5 p.) : PDF file.,47
1 online resource (2 audio files),47
1 photograph : black and white : 16 x 16 cm,47
1 printed abstract(s),47
14 Minutes Duration,47
16 x 12,47
2 drawing(s),47
8,47
Black and White Print,47
Cellulose triacetate negative 12.5 x 10 cm,47
"Cellulosic film negative, 6.5.x 6.5 cm",47
Design drawings,47
Digital moving image formats,47
Mss and photocopy,47
Oil on Board,47
"Sepia print, mounted in album",47
digital scan original photograph: h 190 mm x w 130mm,47
1 C60 cassette(s) (side one),46
1 electronic document (22 p.) : PDF file.,46
1 online resource : colour illustrations Monthly,46
12 Minutes Duration,46
14 digital photograph(s),46
17 pages,46
19 pages,46
"Cellulose triacetate negatives, 35mm",46
Charcoal drawings,46
Copper; 155mm long x 77mm wide,46
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,46
black and white print,46
photographic print,46
1 photograph : black and white : 17 x 22 cm,45
"1 sound file : digital, 1 MP3 file.",45
12 Electronic document(s),45
15 digital photograph(s),45
18,45
20 pages,45
Digital copy of original typed book,45
Duration: 0:10:51,45
Essays,45
Newsprint/Paper/Paper Products/Man-made Materials,45
"Pencil on page of sketchbook, 160 x 200 mm",45
"Photograph, Monochrome",45
Web site. Updated irregularly Began in 2008?,45
"black and white photo proofs and negatives, images ea 57mm square",45
half plate/sheet film/Format/Photography,45
hand coloured etching on paper,45
pencil and wash,45
sepia-toned photograph print,45
"1 online resource : colour illustrations, colour maps",44
1/2 plate glass negative 4.75 x 6.5 inches,44
13 digital photograph(s),44
16,44
3 pages,44
Letter,44
Newspaper articles,44
"Pencil drawing, 126 x 198 mm.",44
Silver/Metal,44
Twill,44
Web site. Irregular Ceased in 2019?,44
Wood engraving,44
cabinet card with albumen silver print,44
1 album(s),43
"1 electronic document (15 p.) : col. ill., PDF file.",43
1 leaf (4 pages),43
10 Electronic document(s),43
11 Electronic document(s),43
11 Minutes Duration,43
2 maps on 1 sheet : col.,43
25 x 18,43
3 watercolour(s),43
Black & white print on colour paper,43
Glass/Man-made Materials,43
Tin,43
Watercolour on cream wove paper  342 x 246 mm,43
gelatin silver photograph,43
1 photograph : black and white : 10 x 15 cm,42
3 digital sound recording(s),42
4 colour original negative(s) 120 strips containing 11 images,42
"5 sound files : digital, FLAC files.",42
"Album: h 60mm x w 180mm x l 280mm, medium Photograph: h140 mm x w 190mm, small",42
Bookplate,42
Digital copy of photographic print,42
Glass/General,42
Photograph album,42
Pounamu (Nephrite) Stone,42
Sepia-toned Photographic Print,42
Web site. Irregular Began in 2015?,42
"silver gelatin printing out paper print, gold toned",42
0.02 Linear Metres,41
"1 electronic document (19 p.) : col. ill., PDF file.",41
1 electronic document (23 p.) : PDF file.,41
1 online resource : illustrations (chiefly colour).,41
1 photograph : black and white : 12 x 20 cm,41
16 digital photograph(s),41
4 colour original transparency/ies 120 colour transparency strips,41
"6 sound files : digital, FLAC files.",41
6x7 cm,41
Board/Wood Products/Man-made Materials,41
Cellulosic film negative 3/25 x 4.25 inches,41
"Cellulosic film negative, ¼ plate 3.25 x 4.25 inches",41
Crochet cotton,41
Intaglio prints,41
Oil on canvas,41
Unknown Material,41
Web site. Updated irregularly Began in 2009?,41
colour pigment prints,41
etching and burin,41
oil on canvas on board,41
transparency : glass lantern slide ; 8.1 x 8.1 cm. approx.,41
1 C62 cassette(s),40
1 b&w original photographic print(s) postcard,40
"1 electronic document (20 p.) : col. ill., PDF file.",40
1 electronic document ([2] p.) : PDF file.,40
"1 online resource : colour illustrations, colour maps.",40
1 online resource : illustrations Irregular,40
12 colour original transparency/ies 120 colour transparency slides,40
21 x 16,40
4 b&w original negative(s) 120 strips containing 10 images,40
"4 sound files : digital, FLAC files.",40
Black-and-White,40
Board,40
Emulsion on nitrate film.,40
Mine maps,40
Planographic,40
Telegrams,40
charcoal on paper,40
"electronic documents : col. ill., PDF files Annual",40
emulsion on glass,40
glass plate/Format/Photography,40
h 160 mm x w 210 mm small,40
1 colour original negative(s) individual image on negative strip,39
1 electronic document (27 p.) : PDF file.,39
"1 online resource : ill., ports.",39
1:2500,39
21 pages,39
"5 photographs : black and white, negative, acetate ; 8 x 10.5 cm",39
Bookplates,39
Cork,39
Dry plate glass negative 6.5 x 4.5 inches,39
Etching Ink,39
Hand Coloured Photograph,39
Intaglio,39
"Toned gelatin silver print 20.5 x 30.5 cm, mounted on album page",39
Watercolour on tinted paper 225 x 180 mm,39
Web site. Irregular Began in 2020.,39
oil on hardboard,39
"¼ plate OR Glass negative, 3.25 x 4.25 inches",39
1 digital postcard,38
"1 electronic document (28 p.) : col. ill., PDF file.",38
1 electronic document (29 p.) : PDF file.,38
1 electronic document (31 p.) : PDF file.,38
1 online resource : colour illustrations Annual Began with 2017.,38
17 digital photograph(s),38
9,38
Ceramic Clay,38
Copper,38
Duration: 00:20:20,38
Etching,38
Military maps,38
"Pencil, 120 x 200 mm (page size)",38
Photocopy,38
Plated/Metal,38
Print (Hand Coloured),38
ivory,38
oil on canvas board,38
watercolour and pencil,38
1 Photograph : black and white : 16.5 x 22 cm,37
1 digital file,37
"1 electronic document (10 p.) : col. ill., PDF file.",37
1 electronic document (26 p.) : PDF file.,37
1 electronic document (32 p.) : PDF file.,37
1 online resource : colour illustrations Annual Began with 2016.,37
1 photograph : colour ;  9 x 13 cm,37
14,37
21 x 15,37
Cellulose nitrate negative 6.5 x 8.5 inches,37
"Film, negative",37
Glass copy negative,37
Grosgrain,37
Handwritten letter,37
Invitations,37
Lantern slides,37
Polyester,37
"black and white photo negatives, images ea 57mm square.",37
"ink on paper, hand-written",37
negative : glass ; 12.1 x 16.6 cm. (half plate),37
plaster,37
1 b&w photo-mechanical print(s) on page of sales catalogue.,36
1 electronic document (24 p.) : PDF file.,36
1 electronic document ([4] p.) : PDF file.,36
1 holograph,36
1 online resource  : colour illustrations,36
1 photograph : black and white ; 9 x 12.5 cm,36
1 piece (2 pages on 2 leaves),36
15,36
2 pages,36
25 x 17,36
252 x 363 mm paper size,36
Cellulosic film negative 10 x 12.5 cm,36
Dye coupler transparency,36
Multi Volume Book,36
Radio programmes,36
Updated irregularly Began in 2007.,36
Watercolour and Ink,36
Web site. Updated irregularly Began in 2007?,36
Wire,36
1 electronic scan(s) of original colour photographic print(s),35
1 glass plate negative : black and white ; 12 x 16.5 cm,35
1 lantern slide : black and white ; 8 x 8 cm.,35
1 photograph : black and white : 8.5 cm x 13.5 cm,35
1 photograph : black and white ; 8 x 12 cm,35
133 x 80 mm sight size,35
14 x 10,35
18 pages,35
1:3960,35
2 watercolour(s),35
24 pages,35
335 x 220mm image size,35
35mm negative,35
Ambrotype Collodion Positive,35
Brand: Mitsubishi Golden PC disc,35
Business correspondence,35
C-type photograph,35
"Cellulosic film negative, 1/2 plate OR Glass negative, 4.75 x 6.5 inches OR Cellulosic film negative, ¼ plate OR Glass negative, 3.25 x 4.25 inches",35
Colour transparencies,35
Duration: 00:20:10,35
Gold,35
Laser photocopy of black and white print,35
Print (Copy),35
Registers (Lists),35
Typescript,35
U-matic,35
Web site. Irregular Ceased in 2018?,35
"ink on paper, type-written",35
pen and wash,35
soft cover photo book,35
"1 electronic document (24 p.) : col. ill., PDF file.",34
1 electronic document (25 p.) : PDF file.,34
1 online resource : illustrations (some colour).,34
1 photograph : black and white : 20.5 x 25.5 cm,34
15 Electronic document(s),34
45 Minutes Duration,34
8 x 10/sheet film/Format/Photography,34
Drafts (Documents),34
Dye coupler negative 35mm,34
Family histories,34
PDF,34
Slides (photographs),34
Stickers,34
Tickets,34
Watercolour on paper  375 x 276 mm,34
"Watercolour on paper glued to card, 418 x 328 mm. Tissue overlay taped to top of card",34
colour postcard,34
"electronic documents : col. ill., PDF files. Annual",34
print,34
1 colour photo-mechanical print(s) on butter wrapper,33
"1 electronic document (32 p.) : col. ill., PDF file.",33
"1 electronic document (various pagings) : col. ill., col. maps, PDF file.",33
1 glass plate negative : black and white ; 8 x 8 cm.,33
1 glass plate negative : black and white ; 8.5 x 9 cm,33
1 online resource (10 audio files),33
1 online resource (audio files),33
1 photograph : black and white : 20 x 25 cm,33
1 photograph : black and white ; 9 x 13 cm,33
12 x 18,33
13 Electronic document(s),33
2 b&w original photographic print(s),33
20 digital photograph(s),33
22 pages,33
45 mm,33
Adhesive paper,33
Andesite stone,33
Banners,33
"Black and White Print/Photographic Print/Photographic, Audio and Visual",33
Cane,33
Cigarette cards,33
Crayon drawings,33
Duration: 00:19:30,33
Glass plate negative; H 120mm x L 165mm,33
Lead,33
"Orientation: Oval image, horizontal",33
"Pencil drawing, 198 x 126 mm.",33
Silver-plated,33
Updated irregularly Updating ceased in 2009?,33
Video recordings,33
Web site Updated irregularly,33
"Wet collodion glass negative, or Gelatin glass negative, or Glass negative, 4.25 x 3.25 inches",33
audio/mp3,33
card size,33
hand coloured lithograph,33
handcoloured postcard,33
"processed material, glass",33
1 b&w original negative(s) single image on strip,32
1 drawing(s) on page of sketchbook.,32
1 electronic document (3 p.) : PDF file.,32
1 electronic document (30 p.) : PDF file.,32
"1 electronic document (31 p.) : col. ill., PDF file.",32
"1 online resource : colour charts, tables.",32
"1 online resource : illustrations, some colour",32
"1 online resource illustrations, some colour",32
"1 sound file : digital, FLAC file.",32
1.30 Hours and minutes Duration,32
120 (Photographic film format),32
14 Electronic document(s),32
8 x 6,32
"Celulosic negative, 5.5 x 5.5 cm",32
Framed photo,32
Gelatin silver print,32
Glass plate negative; H 121mm x L 166mm,32
Kodak Gold 100-2 colour negative,32
"Laser copy, A4 size",32
Live sound recordings,32
Melamine-formaldehyde,32
Print (Digital),32
"Shell, 0 - Whole",32
Still Image,32
Updated irregularly.,32
Write-protection tab: Out,32
acrylic on linen,32
albumen,32
"black and white proof sheets and negatives, images ea 57mm square",32
etching and drypoint,32
"1 electronic document (10 p.) : ill., PDF file.",31
"1 electronic document (22 p.) : col. ill., PDF file.",31
"1 electronic document (7 p.) : col. ill., PDF file.",31
1 lantern slide : black and white ; 8.2 x 8.2 cm,31
1 online resource (3 audio files),31
1 online resource Quarterly,31
10 x 14,31
18 digital photograph(s),31
27 pages,31
78 rpm records,31
"Cellulosic film  negative, ¼ plate",31
Duration: 00:19:20,31
Four photographic prints mounted on album page 300 x 234 mm,31
Linen/Plant/Natural Materials,31
Original format : Slide,31
Photograph albums,31
Rice paper/Paper/Paper Products/Man-made Materials,31
Safety film negatives,31
Social media,31
Tintype,31
Updated irregularly Began in 2006?,31
Web site. Irregular Ceased in 2017?,31
Wood/Plant/Natural Materials,31
"gelatin silver print, paper",31
"1 electronic document (14 p.) : col. ill., PDF file.",30
1 electronic document (34 p.) : PDF file.,30
"1 electronic document (36 p.) : col. ill., PDF file.",30
"1 electronic document (4 p.) : col. ill., PDF file.",30
1 electronic document (40 p.) : PDF file.,30
1 photograph : colour ;  10 x 15 cm,30
11 x 15,30
29 digital photograph(s),30
"6 photographs : black and white, negative, acetate ; 8 x 10.5 cm",30
Brown,30
C-type colour photographic print,30
Dry plate glass negative 6.4 x 4.75 inches,30
Dry plate glass negative 6.5 x 4.75,30
"Dry plate glass negative, 4 x 5 inches",30
Fabric/Textile,30
Film negative 12.5 x 10.0 cm,30
Film negative 16.25 x 11.75 cm,30
Fujicolor photographic print,30
"Lantern Slide, Standard (3¼ in. x 3¼ in.), Colour",30
Marker works,30
Material: cellulose acetate,30
Nautical charts,30
"Paper, ink",30
Pencil on Paper,30
Photograph of postcard,30
Polaroid,30
Silver gelatin print 16.5 x 21.5 cm,30
Typed letter,30
Watercolour on cream wove paper  342 x 248 mm,30
cibachrome,30
digital,30
pastel,30
"print, colour",30
stipple engraving,30
volume,30
"1 3"" reel(s)",29
1 b&w photo-mechanical print(s) on page of catalogue.,29
1 colour original negative(s) Single image on negative strip,29
1 digital colour image,29
1 drawing : pen and ink ; 22.4 x 28.5 cm.,29
"1 electronic document (25 p.) : col. ill., PDF file.",29
"1 electronic document (6 p.) : col. ill., PDF file.",29
"1 electronic document ([6] p.) : col. ill., PDF file.",29
1 photograph : black and white : 22 x 16.5 cm,29
1 piece (3 pages on 2 leaves),29
1 watercolour(s) on sheet in box.,29
27 digital photograph(s),29
5 colour original negative(s) 35mm colour negative film,29
5 digital sound recording(s),29
7 digital cartoon(s),29
"Cellulosic film negative, ½ plate",29
Coloured ink,29
"Copperplate engraving, 462 x 295 mm, on wove paper, 500 x 377 mm.",29
Earthenware Clay,29
Facsimiles,29
Gelatin (Dry Plate)/Glass/Photographic/Man-made Materials,29
Illustrations; 20 cm (height),29
Master copies,29
Memorabilia,29
Minutes (Records),29
Mixed media,29
Nephrite,29
Personal journals,29
Positive (Colour Transparency),29
"Watercolour/Art Media, 0 - Whole Paper",29
Wood Products/Man-made Materials,29
aquatint,29
black and white photograph on photographic paper adhered to MDF board,29
gouache on paper,29
h 166mm x w 217mm small,29
large negs,29
"print, black and white",29
"processed material, metal",29
woodcut : nishiki-e (full colour) technique,29
1  glass slide : colour ; 8.2 x 8.2 cm,28
1 b&w original photographic print(s) mounted on album page,28
1 colour photo-mechanical print(s) on cover of programme.,28
1 electronic document (2 p.) : PDF file.,28
1 glass plate negative : black and white ; 8 x 14 cm,28
"1 map : col., digital, PDF file.",28
1 online resource (2 text files) : colour illustrations,28
1 online resource (8 audio files),28
1 online resource : colour illustrations Annual Began with 2017/2018.,28
1 online resource : colour illustrations Annual Began with 2018.,28
1 online resource : colour illustrations Semiannual,28
1 photograph : black and white : 26 x 20 cm,28
1 photograph : black and white ; 16 x 21 cm.,28
